,,이상,"9+,7,7,12,12","온필드 메인
이상 딜러","시류의 현자[전엔]
감입 컴파일러[그레이스]
쌍둥이의 눈물
감전 립글로스","카오스 재즈
썬더 메탈","자유의 블루스
복어 일렉트로",이상 마스터리,"관통률
전기 피해
공격력","이상 장악력
에너지 충전
(w/미야비)","이상 마스터리
공격력%","1, 2, 6","공 2800
공 3300
(5번 주옵 공퍼)
이상마 380",,"미야비와 같이 사용해서 
스택 채우기 역할만 해줄 시
 6번 에너지 회복도 고려 가능"
,"대공동
6과",,,"혼돈 발사대
(w/미야비)",,,,,,,,,,,
야나기,,,,,,,,,,,,,,,
,,격파,"11,7,11,11,11","서포터
(강공)","맑은 옥주전자[전엔]
구속된 자[리카온]
스팀 오븐",산림의 왕,"쇼크스타 디스코
스윙 재즈/달빛 기사
파에톤의 노래",치명타 확률,"전기 피해
공격력",충격력,"치확, 치피
공격력%","1, 2, 6",,치확 50,"파에톤 2세트는 썬더 메탈 4세트 
착용한 전기 딜러와 사용 시 
고려 가능"
,형사특수팀,,,,,,,,,,,,,,
청의,,,,,,,,,,,,,,,
,,이상,"7,7,9+,11,11","온필드 메인
이상 딜러","감입 컴파일러[전엔]
시류의 현자[야나기]
쌍둥이의 눈물","썬더 메탈
자유의 블루스
카오스 재즈","블루스/카재
복어 일렉트로",이상 마스터리,"관통률
전기 피해","이상 장악력
공격력","이상 마스터리
공격력%","2, 6","공 2300
이상마 320
(2복어 착용)
이상마 350",,"하이퍼캐리 세팅 > 썬더 4셋
서브딜 세팅 > 블루스 or 카재 4셋"
,"벨로보그
중공업",,,,,,,,,,,,,,
그레이스,,,,,,,,,,,,,,,
,,지원,"1,1,1,9,9","서포터
(강공, 이상)","흐느끼는 요람[전엔]
호전적인 꽝꽝이[루시]
시간의 파편",달빛 기사의 칭송,복어 일렉트로,"이상 마스터리
공격력",관통률,에너지 회복,"이상 마스터리
공격력%","1, 4, 6",,,"파티 관통버프 최대효율 72%
→ 현재 마을에서 달성 가능한
관통률 최대는 70.2%"
,"빅토리아
하우스키핑",,,,,,,,,,,,,,
리나,,,,,,,,,,,,,,,
,,방어,"7,1,9,9,1","서포터
(실드/이상)","평화 수호자-특화형[전엔]
진괘를 담은 함[반인호]
봄날의 포옹","이상한 나라의 눈토끼
고요 속의 별","스윙 재즈/달빛 기사
블루스/카재
파에톤의 노래","이상 마스터리
공격력",공격력,"에너지 회복
이상 장악력","공격력%
이상 마스터리","1, 2, 6",,,"실드 제공 최대 수치 공격력 3750
그러나 공격력보단 이상마/이상 장악 세팅이 실전에서 더 도움 됨"
,형사특수팀,,,,,,,,,,,,,,
세스,,,,,,,,,,,,,,,
,,격파,"9,7,9+,11,11","서포터
(강공, 명파)","헬파이어 기어[콜레다]
데마라 배터리 II형[전엔]
귀중한 화석 코어",산림의 왕,"쇼크스타 디스코
스윙 재즈/달빛 기사",치명타 확률,"전기 피해
공격력",충격력,"치확, 치피
공격력%","2, 4",,치확 50,
,"교활한
토끼굴",,,,,,,,,,,,,,
엔비,,,,,,,,,,,,,,,
,,강공,"11,9,11,7,11","온필드 메인
치명타 딜러","기계 심장에 내린 씨앗[시드]
유황석[11호]
별빛 엔진","고요 속의 별
복어 일렉트로
(w/ 다이아린)","딱따구리 일렉트로
나뭇가지 검의 노래","치명타 피해
치명타 확률","공격력
전기 피해
관통률",공격력,"치확, 치피
공격력%","4, 6","공 2800
(치확 엔진)
공 3200~3500","70 / 120
85 / 130
(치확 엔진)",전엔 사용은 비추
,"벨로보그
중공업",,,,,,,,,,,,,,
앤톤,,,,,,,,,,,,,,,
,,이상,"7,1,9,12,12","오프필드 시너지
이상 딜러","영롱한 금빛 마음[전엔]
쌍둥이의 눈물
둥둥 메아리","울부짖는 살롱
고요 속의 별",스윙 재즈/달빛 기사,이상 마스터리,"바람 피해
관통률
공격력",에너지 회복,"이상 마스터리
공격력%","1, 2, 6","공 2400
공 2900
(5번 주옵 공퍼)
이상마 360",,"에너지 회복 주옵 엔진 착용 가능
3.0 이벤트 엔진은 효율 나쁨"
,"로스캘리퍼
외무전략국",,,,,,,,,,,,,,
벨리나,,,,,,,,,,,,,,,
,,이상,"12,1,12,12,12","서브 이상 딜러
+ 서포터 
 (이상)","돌아온 날개의 시[전엔]
쌍둥이의 눈물",깃털에 얽힌 맹세,"호르몬/고요별
블루스/카재",이상 마스터리,공격력,공격력,"이상 마스터리
공격력%","1, 2, 6","공 4000
이상마 410",,공 4000 이후로는 이상마만 유효옵
,다야트 결사단,,,,,,,,,,,,,,
레미엘,,,,,,,,,,,,,,,
